ID,Population,Service Area,Unlinked Passenger Miles,Passenger Trips,Total Federal Funding,Total State Funding,Total Local Funding,Name,State,FTA Region,Primary UZA Name,Primary UZA Code,Agency Type,Operating,Other Fund Amt,Program Description,Program Type,5309 - Capital Program Amt,Program Description,Program Type,5307 - UAF Amt,Program Description,Program Type,Other FTA Funds Amt,Program Description,Program Type,Usdot Grant Amt,Program Description,Program Type,5303 - FTA Metro Planning Amt,Program Description,Program Type,5308 - FTA Cleans Fuels Amt,Program Description,Program Type,5310 - FTA Capital Invest Amt,Program Description,Program Type,5310 - FTA Operating Assit Amt,Program Description,Program Type,5310 - FTA Capital Oper Amt,Program Description,Program Type,Other FTA Amount,Program Description,Program Type,5316 - FTA Job Access Rev Com,Program Description,Program Type,5311 - FTA Capital Invest Amt,Program Description,Program Type,5311 - FTA Operating Assit Amt,Program Description,Program Type,5311 - FTA Capital Oper Amt,Program Description,Program Type,5317 - FTA Capital Invest Amt,Program Description,Program Type,5317 - FTA Operating Assit Amt,Program Description,Program Type,5317 - FTA Capital Oper Amt,Program Description,Program Type,5320 - FTA Park Transit Amt,Program Description,Program Type,5309 - ARRA Guideway Amt,Program Description,Program Type,5309 - ARRA Capital Amt,Program Description,Program Type,5307 - ARRA UAP Amt,Program Description,Program Type,5307 - ARRA Capital Amt,Program Description,Program Type,5311 - ARRA Other UAP Amt,Program Description,Program Type,5311 - ARRA Other Capital Amt,Program Description,Program Type,ARRA Tigger Amt,Program Description,Program Type,ARRA Tiggger Multimod Discre Fund,Program Description,Program Type,Spent on Intercity - ARRA 5311 grants for operating expenses and,Program Description,Program Type,Spent on Operating - ARRA Other than Urbanized Area Formula fund,Program Description,Program Type,Spent on Operating - ARRA Tribal Transit funds (§5311),Program Description,Program Type,Spent on Operating - FTA Special Needs of Elderly Individuals an,Program Description,Program Type,Spent on Operating - FTA Capital Program funds (§5309),Program Description,Program Type,Spent on Operating - FTA New Freedom Program funds (§5317),Program Description,Program Type,Spent on Operating - FTA Job Access and Reverse Commute Formula,Program Description,Program Type,Spent on Operating - FTA Other than Urbanized Area Formula funds,Program Description,Program Type,Spent on Operating - FTA Alternative Transportation in Parks and,Program Description,Program Type,Spent on Operating - FTA Tribal Transit funds (§5311),Program Description,Program Type,Spent on Intercity - 5311 grants for operating expenses and prov,Program Description,Program Type,Spent on Operating - Other Federal funds,Program Description,Program Type,Spent on Operating - Other FTA funds,Program Description,Program Type,Capital,Other Fund Amt,Program Description,Program Type,5309 - Capital Program Amt,Program Description,Program Type,5307 - UAF Amt,Program Description,Program Type,Other FTA Funds Amt,Program Description,Program Type,Usdot Grant Amt,Program Description,Program Type,5303 - FTA Metro Planning Amt,Program Description,Program Type,5308 - FTA Cleans Fuels Amt,Program Description,Program Type,5310 - FTA Capital Invest Amt,Program Description,Program Type,5310 - FTA Operating Assit Amt,Program Description,Program Type,5310 - FTA Capital Oper Amt,Program Description,Program Type,Other FTA Amount,Program Description,Program Type,5316 - FTA Job Access Rev Com,Program Description,Program Type,5311 - FTA Capital Invest Amt,Program Description,Program Type,5311 - FTA Operating Assit Amt,Program Description,Program Type,5311 - FTA Capital Oper Amt,Program Description,Program Type,5317 - FTA Capital Invest Amt,Program Description,Program Type,5317 - FTA Operating Assit Amt,Program Description,Program Type,5317 - FTA Capital Oper Amt,Program Description,Program Type,5320 - FTA Park Transit Amt,Program Description,Program Type,5309 - ARRA Guideway Amt,Program Description,Program Type,5309 - ARRA Capital Amt,Program Description,Program Type,5307 - ARRA UAP Amt,Program Description,Program Type,5307 - ARRA Capital Amt,Program Description,Program Type,5311 - ARRA Other UAP Amt,Program Description,Program Type,5311 - ARRA Other Capital Amt,Program Description,Program Type,ARRA Tigger Amt,Program Description,Program Type,ARRA Tiggger Multimod Discre Fund,Program Description,Program Type,Spent on Intercity - ARRA 5311 grants for planning and capital e,Program Description,Program Type,Spent on Capital - ARRA Other than Urbanized Area Formula funds,Program Description,Program Type,Spent on Capital - ARRA TIGGER (Greenhouse Gas and Energy Reduct,Program Description,Program Type,Spent on Capital - ARRA Tribal Transit funds (§5311),Program Description,Program Type,Spent on Capital - FTA Special Needs of Elderly Individuals and,Program Description,Program Type,Spent on Capital - FTA Capital Program funds (§5309),Program Description,Program Type,Spent on Capital - FTA New Freedom Program funds (§5317),Program Description,Program Type,Spent on Capital - FTA Job Access and Reverse Commute Formula Pr,Program Description,Program Type,Spent on Capital - FTA Other than Urbanized Area Formula funds (,Program Description,Program Type,Spent on Capital - FTA Alternative Transportation in Parks and P,Program Description,Program Type,Spent on Capital - FTA Tribal Transit funds (§5311),Program Description,Program Type,Spent on Intercity - 5311 grants for planning and capital expens,Program Description,Program Type,Spent on Capital - Other Federal funds,Program Description,Program Type,Spent on Capital - Other FTA funds,Program Description,Program Type
5002,"206,520",,,,,,,Green Bay Metro,WI,5,"Green Bay, WI",176,,,61585722,,Other Discretionary Grants,403805574,,Formula-Based,25821741,,Formula-Based,33645171,,Other Discretionary Grants,32822588,,Other Discretionary Grants,1111371,,Formula-Based,1463357,,Other Discretionary Grants,1553046,,Formula-Based,1515079,,Formula-Based,110011,,Formula-Based,0,,Other Discretionary Grants,430339,,Formula-Based,325204,,Formula-Based,905841,,Formula-Based,343792,,Formula-Based,5991,,Formula-Based,807057,,Formula-Based,565119,,Formula-Based,554550,,Other Discretionary Grants,5664380,,ARRA Funds,32888223,,ARRA Funds,129579733,,ARRA Funds,11597472,,ARRA Funds,702669,,ARRA Funds,75588,,ARRA Funds,5219153,,ARRA Funds,6923316,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5003,"124,064",,,,,,,Kenosha Transit,WI,8,"Kenosha, WI-IL",256,,,45700865,,Other Discretionary Grants,207637062,,Formula-Based,16669806,,Formula-Based,15153357,,Other Discretionary Grants,24122084,,Other Discretionary Grants,1004904,,Formula-Based,571088,,Other Discretionary Grants,2056397,,Formula-Based,977509,,Formula-Based,33293,,Formula-Based,0,,Other Discretionary Grants,892737,,Formula-Based,608894,,Formula-Based,1437238,,Formula-Based,257251,,Formula-Based,336856,,Formula-Based,1037879,,Formula-Based,186206,,Formula-Based,566880,,Other Discretionary Grants,22510512,,ARRA Funds,134744467,,ARRA Funds,159834973,,ARRA Funds,58537,,ARRA Funds,896460,,ARRA Funds,140735,,ARRA Funds,1152747,,ARRA Funds,22204842,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5004,"100,868",,,,,,,LaCrosse Municipal Transit Utility,WI,8,"La Crosse, WI-MN",298,,,50131354,,Other Discretionary Grants,307734624,,Formula-Based,202655469,,Formula-Based,39651569,,Other Discretionary Grants,4704140,,Other Discretionary Grants,1934035,,Formula-Based,640114,,Other Discretionary Grants,2120510,,Formula-Based,65159,,Formula-Based,102599,,Formula-Based,0,,Other Discretionary Grants,3258425,,Formula-Based,1491761,,Formula-Based,4749853,,Formula-Based,745284,,Formula-Based,1405999,,Formula-Based,538521,,Formula-Based,615484,,Formula-Based,1325086,,Other Discretionary Grants,14728553,,ARRA Funds,46615264,,ARRA Funds,176219637,,ARRA Funds,5489113,,ARRA Funds,1662569,,ARRA Funds,19830,,ARRA Funds,444515,,ARRA Funds,1611314,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5005,"401,661",,,,,,,Metro Transit System,WI,0,"Madison, WI",92,,,63938388,,Other Discretionary Grants,553153938,,Formula-Based,233788523,,Formula-Based,51863622,,Other Discretionary Grants,48865329,,Other Discretionary Grants,311355,,Formula-Based,1167920,,Other Discretionary Grants,1407572,,Formula-Based,953229,,Formula-Based,39858,,Formula-Based,0,,Other Discretionary Grants,2914317,,Formula-Based,1644584,,Formula-Based,1316458,,Formula-Based,141382,,Formula-Based,468166,,Formula-Based,1246989,,Formula-Based,700180,,Formula-Based,321420,,Other Discretionary Grants,7250106,,ARRA Funds,42556110,,ARRA Funds,10174017,,ARRA Funds,3015780,,ARRA Funds,2136361,,ARRA Funds,129736,,ARRA Funds,2916952,,ARRA Funds,1557820,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5006,"133,700",,,,,,,Belle Urban System - Racine,WI,0,"Racine, WI",239,,,37062334,,Other Discretionary Grants,260205087,,Formula-Based,78508646,,Formula-Based,27998749,,Other Discretionary Grants,19529302,,Other Discretionary Grants,1355425,,Formula-Based,1569450,,Other Discretionary Grants,1549323,,Formula-Based,48373,,Formula-Based,98796,,Formula-Based,0,,Other Discretionary Grants,666811,,Formula-Based,630265,,Formula-Based,4652700,,Formula-Based,372974,,Formula-Based,13583,,Formula-Based,1100261,,Formula-Based,465763,,Formula-Based,1207878,,Other Discretionary Grants,54690441,,ARRA Funds,135540306,,ARRA Funds,105653879,,ARRA Funds,12006240,,ARRA Funds,1565472,,ARRA Funds,350411,,ARRA Funds,4370557,,ARRA Funds,14916994,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5008,"1,376,476",,,,,,,Milwaukee County Transit System,WI,10,"Milwaukee, WI",35,,,31364451,,Other Discretionary Grants,431122202,,Formula-Based,37241988,,Formula-Based,27150243,,Other Discretionary Grants,33589979,,Other Discretionary Grants,140290,,Formula-Based,2046284,,Other Discretionary Grants,300566,,Formula-Based,1097248,,Formula-Based,202123,,Formula-Based,0,,Other Discretionary Grants,2790498,,Formula-Based,671092,,Formula-Based,2229989,,Formula-Based,574122,,Formula-Based,1548405,,Formula-Based,353621,,Formula-Based,69272,,Formula-Based,627870,,Other Discretionary Grants,53638166,,ARRA Funds,150903099,,ARRA Funds,116035002,,ARRA Funds,9745701,,ARRA Funds,433222,,ARRA Funds,142786,,ARRA Funds,5839640,,ARRA Funds,8046569,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5009,"74,495",,,,,,,GO Transit,WI,5,"Oshkosh, WI",376,,,34325936,,Other Discretionary Grants,363992806,,Formula-Based,74535796,,Formula-Based,28874261,,Other Discretionary Grants,37156793,,Other Discretionary Grants,447569,,Formula-Based,1146528,,Other Discretionary Grants,317604,,Formula-Based,1104202,,Formula-Based,201108,,Formula-Based,0,,Other Discretionary Grants,5380539,,Formula-Based,827906,,Formula-Based,336245,,Formula-Based,627152,,Formula-Based,1130716,,Formula-Based,460266,,Formula-Based,254602,,Formula-Based,204670,,Other Discretionary Grants,12666205,,ARRA Funds,140794821,,ARRA Funds,185904146,,ARRA Funds,5228728,,ARRA Funds,968171,,ARRA Funds,223709,,ARRA Funds,1610719,,ARRA Funds,25059504,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5010,"569,499",,,,,,,METRO Regional Transit Authority ,OH,1,"Akron, OH",71,,,12811347,,Other Discretionary Grants,165431638,,Formula-Based,38910544,,Formula-Based,23760306,,Other Discretionary Grants,23659657,,Other Discretionary Grants,2065146,,Formula-Based,2852269,,Other Discretionary Grants,2549880,,Formula-Based,1139598,,Formula-Based,225322,,Formula-Based,0,,Other Discretionary Grants,2386625,,Formula-Based,32874,,Formula-Based,3096193,,Formula-Based,689142,,Formula-Based,155735,,Formula-Based,1291063,,Formula-Based,478287,,Formula-Based,350292,,Other Discretionary Grants,32945371,,ARRA Funds,181611128,,ARRA Funds,112434205,,ARRA Funds,9215956,,ARRA Funds,1096383,,ARRA Funds,71914,,ARRA Funds,4160904,,ARRA Funds,24405446,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5011,"279,245",,,,,,,Stark Area Regional Transit Authority,OH,0,"Canton, OH",135,,,32376345,,Other Discretionary Grants,538034926,,Formula-Based,250047084,,Formula-Based,35450495,,Other Discretionary Grants,27834452,,Other Discretionary Grants,968602,,Formula-Based,3749838,,Other Discretionary Grants,2565928,,Formula-Based,1533234,,Formula-Based,80755,,Formula-Based,0,,Other Discretionary Grants,3954320,,Formula-Based,1235410,,Formula-Based,2996429,,Formula-Based,347972,,Formula-Based,997115,,Formula-Based,395507,,Formula-Based,377919,,Formula-Based,153919,,Other Discretionary Grants,47732448,,ARRA Funds,181418074,,ARRA Funds,176904784,,ARRA Funds,12812418,,ARRA Funds,1981390,,ARRA Funds,176189,,ARRA Funds,5256151,,ARRA Funds,1209028,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5012,"1,624,827",,,,,,,Southwest Ohio Regional Transit Authority,OH,9,"Cincinnati, OH-KY-IN",30,,,11826847,,Other Discretionary Grants,444834012,,Formula-Based,272711560,,Formula-Based,7376037,,Other Discretionary Grants,25179958,,Other Discretionary Grants,298408,,Formula-Based,2372843,,Other Discretionary Grants,2590835,,Formula-Based,965993,,Formula-Based,13324,,Formula-Based,0,,Other Discretionary Grants,543059,,Formula-Based,930755,,Formula-Based,3964868,,Formula-Based,285846,,Formula-Based,419707,,Formula-Based,1088039,,Formula-Based,785115,,Formula-Based,1220007,,Other Discretionary Grants,25784485,,ARRA Funds,131474130,,ARRA Funds,73254004,,ARRA Funds,7185177,,ARRA Funds,340876,,ARRA Funds,77327,,ARRA Funds,2081130,,ARRA Funds,8495841,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5015,"1,780,673",,,,,,,The Greater Cleveland Regional Transit Authority,OH,4,"Cleveland, OH",25,,,29269073,,Other Discretionary Grants,26283705,,Formula-Based,284802884,,Formula-Based,31595403,,Other Discretionary Grants,19804724,,Other Discretionary Grants,685318,,Formula-Based,2717184,,Other Discretionary Grants,1441847,,Formula-Based,1221168,,Formula-Based,46917,,Formula-Based,0,,Other Discretionary Grants,2373299,,Formula-Based,1668650,,Formula-Based,2663639,,Formula-Based,192366,,Formula-Based,943980,,Formula-Based,1133658,,Formula-Based,659028,,Formula-Based,151459,,Other Discretionary Grants,55684442,,ARRA Funds,17184755,,ARRA Funds,116250131,,ARRA Funds,1540184,,ARRA Funds,1787173,,ARRA Funds,334570,,ARRA Funds,2940161,,ARRA Funds,9197269,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5016,"1,368,035",,,,,,,Central Ohio Transit Authority,OH,4,"Columbus, OH",36,,,28081342,,Other Discretionary Grants,198690158,,Formula-Based,266687947,,Formula-Based,26911184,,Other Discretionary Grants,21498948,,Other Discretionary Grants,914565,,Formula-Based,3075167,,Other Discretionary Grants,2498469,,Formula-Based,956113,,Formula-Based,5679,,Formula-Based,0,,Other Discretionary Grants,1180076,,Formula-Based,527473,,Formula-Based,2841496,,Formula-Based,429885,,Formula-Based,1687942,,Formula-Based,500868,,Formula-Based,795712,,Formula-Based,427525,,Other Discretionary Grants,17410254,,ARRA Funds,176728358,,ARRA Funds,61497271,,ARRA Funds,9970988,,ARRA Funds,1660376,,ARRA Funds,120881,,ARRA Funds,567895,,ARRA Funds,25122433,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5017,"724,091",,,,,,,Greater Dayton Regional Transit Authority,OH,3,"Dayton, OH",59,,,8261671,,Other Discretionary Grants,237949843,,Formula-Based,222224134,,Formula-Based,48439045,,Other Discretionary Grants,55478801,,Other Discretionary Grants,704222,,Formula-Based,2830878,,Other Discretionary Grants,158741,,Formula-Based,1152864,,Formula-Based,98735,,Formula-Based,0,,Other Discretionary Grants,2863807,,Formula-Based,58951,,Formula-Based,3305105,,Formula-Based,488957,,Formula-Based,1502487,,Formula-Based,1075095,,Formula-Based,130463,,Formula-Based,1326181,,Other Discretionary Grants,45348327,,ARRA Funds,133137418,,ARRA Funds,48867472,,ARRA Funds,12248826,,ARRA Funds,836453,,ARRA Funds,1907,,ARRA Funds,4261864,,ARRA Funds,1408985,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5019,"97,503",,,,,,,City of Middletown - Middletown Transit System,OH,5,"Middletown, OH",308,,,4426558,,Other Discretionary Grants,38347758,,Formula-Based,198650340,,Formula-Based,30659310,,Other Discretionary Grants,27241574,,Other Discretionary Grants,213681,,Formula-Based,2005739,,Other Discretionary Grants,2194216,,Formula-Based,1144232,,Formula-Based,193296,,Formula-Based,0,,Other Discretionary Grants,5438611,,Formula-Based,1063936,,Formula-Based,1927245,,Formula-Based,273117,,Formula-Based,256410,,Formula-Based,927614,,Formula-Based,467337,,Formula-Based,496852,,Other Discretionary Grants,25401909,,ARRA Funds,163137498,,ARRA Funds,130283963,,ARRA Funds,6975408,,ARRA Funds,1492472,,ARRA Funds,116214,,ARRA Funds,5132259,,ARRA Funds,5607514,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,"85,256",,,,,,,Springfield City Area Transit,OH,0,"Springfield, OH",337,,,20995109,,Other Discretionary Grants,216835644,,Formula-Based,138314957,,Formula-Based,29406827,,Other Discretionary Grants,38336200,,Other Discretionary Grants,1561697,,Formula-Based,1861288,,Other Discretionary Grants,961223,,Formula-Based,911323,,Formula-Based,34232,,Formula-Based,0,,Other Discretionary Grants,2969169,,Formula-Based,590878,,Formula-Based,2629322,,Formula-Based,489995,,Formula-Based,1552089,,Formula-Based,617144,,Formula-Based,284110,,Formula-Based,327549,,Other Discretionary Grants,16268034,,ARRA Funds,51534328,,ARRA Funds,156143161,,ARRA Funds,8092489,,ARRA Funds,1834258,,ARRA Funds,164597,,ARRA Funds,5063676,,ARRA Funds,20911002,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
